"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","60","1","1","67.190025","0","938"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","66","1","1","139.968964","0","879"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","66","1","1","143.470779","0","869"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","28","1","1","37.788380","0","213"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","9","1","1","9.490485","0","45"
"/OculusVR/Materials/TouchForQuestRiftSControllerMaterial.TouchForQuestRiftSControllerMaterial","0","14","1","1","18.345772","0","88"
"/OculusVR/Materials/touchController_mat.touchController_mat","0","28","1","1","38.120518","0","266"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","66","1","1","136.425018","0","881"
"/MovieRenderPipeline/Blueprints/M_MoviePipelineRenderPreview.M_MoviePipelineRenderPreview","0","11","1","1","6.849650","0","49"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","6","1","1","13.889634","0","17"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","12","1","1","14.041511","0","65"
"/ControlRig/M_Manip.M_Manip","0","12","1","1","13.117464","0","80"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","66","2","2","84.809555","0","940"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","4","1","1","4.333759","0","13"
"/MovieRenderPipeline/Materials/MovieRenderQueue_WorldDepth.MovieRenderQueue_WorldDepth","0","6","1","1","4.862215","0","21"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","6","1","1","5.793241","0","21"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","98","1","1","106.705574","0","2135"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","56","1","1","483.989075","0","724"
"/MovieRenderPipeline/Materials/MovieRenderQueue_MotionVectors.MovieRenderQueue_MotionVectors","0","6","1","1","4.452869","0","26"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","26","1","1","24.390512","0","208"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","125","1","1","158.307938","0","2825"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","167","1","1","221.858627","0","3891"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","1488","1","1","1774.416748","0","175606"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","29","1","1","35.378540","0","288"
"/OpenXR/Devices/M_XRController.M_XRController","0","42","3","3","54.932861","0","254"
"/OculusVR/Materials/OculusMR_ChromaKey.OculusMR_ChromaKey","0","9","1","1","10.447730","0","33"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","61","11","6","83.074341","0","393"
"/Game/Particles/Starter_Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","33","1","1","26.839033","0","300"
"/Game/Particles/Starter_Particles/Materials/M_Spark.M_Spark","0","27","1","1","21.377037","0","209"
"/Game/Particles/Starter_Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","72","1","1","89.663895","0","1202"
"/Game/Materials/M_Metal_Copper.M_Metal_Copper","0","23","1","1","31.437916","0","173"
"/Game/Particles/Starter_Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","27","1","1","23.425859","0","243"
"/Game/Particles/Starter_Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","27","1","1","22.322912","0","229"
"/Game/Particles/Starter_Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","96","1","1","105.977722","0","1857"
"/Game/Particles/Starter_Particles/Materials/M_Burst.M_Burst","0","33","1","1","26.936951","0","333"
"/Game/Materials/Hand_Painted_Materials/Enemy/MM_Enemey.MM_Enemey","0","28","1","1","39.443958","0","297"
"/Game/Materials/Hand_Painted_Materials/MM_basicMaterial.MM_basicMaterial","0","23","1","1","31.430601","0","261"
"/Game/Materials/Environment/MM_SkyStars.MM_SkyStars","0","24","1","1","35.158886","0","218"
"/Game/Materials/Environment/MM_Moon.MM_Moon","0","23","1","1","52.214661","0","217"
"/Game/Materials/Rock_Materials/MM_Rock.MM_Rock","0","31","1","1","51.543659","0","404"
"/Game/Materials/MM_Arictecture_Base.MM_Arictecture_Base","0","23","1","1","32.294540","0","236"
"/Game/Materials/Environment/MM_Fog.MM_Fog","0","6","1","1","5.072668","0","17"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","6","1","1","4.903999","0","26"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","6","1","1","4.886506","0","17"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","43","1","1","38.197586","0","575"
"/Game/Particles/Starter_Particles/Materials/M_radial_ramp.M_radial_ramp","0","54","2","1","53.752995","0","754"
"/Game/Particles/Starter_Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","54","6","1","56.955837","0","827"
"/Game/Materials/VFX/MM_Sparks.MM_Sparks","0","33","1","1","51.043541","0","429"
"/Game/Materials/VFX/MM_Portal.MM_Portal","0","33","1","1","47.442528","0","338"
"/Game/Materials/VFX/MM_Fire.MM_Fire","0","33","1","1","52.124397","0","362"
"/Game/Materials/Environment/MM_LSC_Mat.MM_LSC_Mat","0","255","10","5","392.778107","0","2827"
"/Game/Materials/Sky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","6","1","1","13.056459","0","26"
"/Game/Materials/Sky/M_AdvancedSkyDome.M_AdvancedSkyDome","0","10","2","1","17.485056","0","56"
"/Game/Materials/Foiliage/MM_Leafs.MM_Leafs","0","111","1","1","173.302490","0","2282"
"/Game/Materials/Crystal/MM_Crystal.MM_Crystal","0","38","1","1","300.630280","76","1194"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","0","119","1","1","119.808746","0","2823"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","58","2","1","106.781471","0","923"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","84","1","1","159.827911","0","1373"
"/Game/Tech/BuildingSystem/Materials/ProgressMaterial.ProgressMaterial","0","24","1","1","22.058071","0","241"
"/Game/Tech/BuildingSystem/Materials/LoadingMaterial.LoadingMaterial","0","24","1","1","22.028732","0","169"
"/Game/Materials/VFX/M_WindLines.M_WindLines","0","18","1","1","16.507616","0","102"
"/Game/Materials/VFX/M_Smoke.M_Smoke","0","72","1","1","111.592354","0","1023"
"/Game/Materials/VFX/MM_WindLines.MM_WindLines","0","36","1","1","37.554737","0","414"
"/Game/Materials/VFX/MM_Smoke.MM_Smoke","0","72","1","1","109.410614","0","1231"
"/Game/Particles/MM_Flash.MM_Flash","0","51","1","1","68.860962","0","771"
"/Game/Materials/Sky/SkyAtmosphere_MaterialSkyDome.SkyAtmosphere_MaterialSkyDome","0","4","1","1","5.480846","0","10"
"/Game/Materials/Foiliage/Flowers/MM_Flower.MM_Flower","0","126","2","1","214.161591","0","2425"
"/Game/Materials/Foiliage/MM_Grass.MM_Grass","0","84","1","1","141.345078","0","1264"
"/Game/VRTemplate/Materials/M_TeleportNoise.M_TeleportNoise","0","36","1","1","40.846405","0","310"
"/Game/VRTemplate/Materials/M_TeleportCylinder.M_TeleportCylinder","0","36","1","1","49.503166","0","303"
"/Game/VRTemplate/Materials/M_GridRotation.M_GridRotation","0","150","12","2","182.728729","0","2290"
